c0,c1
34.1156,-118.174
34.1121,-118.188
34.114,-118.1978
34.114,-118.1978
34.1172,-118.1912
33.9655,-118.2856
33.9679,-118.2739
33.9679,-118.2739
33.9941,-118.2958
33.9884,-118.2937
33.9951,-118.3068
33.9678,-118.2871
33.9727,-118.2981
33.9976,-118.3149
33.9736,-118.2914
33.9951,-118.2581
33.9712,-118.263
33.9655,-118.2871
34.0038,-118.2827
33.9656,-118.2695
33.9762,-118.3046
33.9632,-118.2827
33.991,-118.298
33.991,-118.298
33.9916,-118.2593
33.9833,-118.2761
33.9993,-118.2499
34.019,-118.258
34.019,-118.258
34.0074,-118.2794
34.0074,-118.2794
34.0306,-118.2635
33.9921,-118.2478
34.0102,-118.2543
33.9806,-118.2739
34.0272,-118.2616
34.0136,-118.2565
34.0194,-118.2512
34.0194,-118.2512
34.0047,-118.274
34.0218,-118.2491
34.0003,-118.2599
33.9962,-118.2411
33.987,-118.2739
34.0155,-118.2397
34.025,-118.2618
34.0193,-118.2562
34.0016,-118.2696
34.0048,-118.2565
33.9925,-118.2652
34.0226,-118.266
34.014,-118.4243
34.0033,-118.4317
34.0289,-118.4073
33.985,-118.4066
34.1922,-118.3855
34.194,-118.3987
33.9912,-118.2478
34.1436,-118.3953
34.1794,-118.4008
34.1587,-118.3808
34.194,-118.3746
34.1669,-118.4019
34.1903,-118.3812
34.1451,-118.4137
34.1885,-118.3998
33.9748,-118.2564
34.2157,-118.3725
34.2477,-118.4131
34.2121,-118.3703
34.2121,-118.3703
34.2121,-118.3703
34.2121,-118.3703
34.2753,-118.4095
34.2797,-118.418
34.2719,-118.4178
34.2743,-118.4181
34.2121,-118.3878
34.2849,-118.4235
34.2681,-118.4303
34.2681,-118.4303
34.2681,-118.4303
34.2681,-118.4303
34.2681,-118.4303
34.2121,-118.3703
34.2243,-118.3854
34.2594,-118.424
34.2511,-118.4137
34.2103,-118.3845
34.2596,-118.5831
34.0039,-118.2696
34.227,-118.5885
34.2631,-118.5973
34.2974,-118.5133
34.2334,-118.4883
34.0093,-118.2805
34.0133,-118.2688
34.241,-118.5361
34.241,-118.5361
34.2612,-118.6137
34.2272,-118.5471
33.9971,-118.2543
33.9493,-118.254
33.9433,-118.2608
33.9484,-118.263
33.9935,-118.2565
33.8819,-118.2826
33.8819,-118.2826
34.0336,-118.2459
33.9311,-118.2493
33.9339,-118.2673
33.9315,-118.2335
33.9331,-118.2542
33.9295,-118.2462
33.9389,-118.239
33.9389,-118.239
34.2282,-118.4592
34.2215,-118.4535
34.2558,-118.4362
34.2283,-118.4699
34.2283,-118.4699
34.2338,-118.472
34.2338,-118.472
34.3022,-118.4427
34.3128,-118.4243
34.3128,-118.4243
34.015,-118.2643
34.0128,-118.2541
34.2285,-118.4257
34.2285,-118.4257
34.2337,-118.4536
33.9966,-118.2701
34.2444,-118.4229
34.2283,-118.4631
34.2283,-118.4631
34.2215,-118.4553
34.2215,-118.4553
34.25,-118.4609
34.2963,-118.4497
34.3174,-118.4431
34.2959,-118.4549
34.3174,-118.4561
34.2992,-118.4517
34.2217,-118.4328
34.2484,-118.4343
34.2484,-118.4343
34.0418,-118.3116
34.0777,-118.3023
34.0577,-118.3009
34.0578,-118.2916
34.0691,-118.2954
34.0691,-118.2954
34.0691,-118.2954
34.0691,-118.2954
34.0427,-118.2864
33.9947,-118.2411
34.0093,-118.2521
34.0272,-118.2616
34.1817,-118.5975
34.1974,-118.5954
34.1974,-118.5954
34.2106,-118.6287
34.2106,-118.6287
34.2083,-118.6147
34.2083,-118.6147
34.1532,-118.6123
34.2083,-118.6016
34.1753,-118.6057
33.9948,-118.2456
34.022,-118.2573
34.0197,-118.2546
34.0084,-118.2565
34.0233,-118.2602
34.0233,-118.2602
34.0136,-118.2565
34.0136,-118.2565
34.0136,-118.2565
34.0136,-118.2565
34.1975,-118.4967
34.0082,-118.274
34.0082,-118.274
34.0003,-118.2599
34.1866,-118.536
34.0075,-118.2565
34.2063,-118.5593
34.1434,-118.533
34.2011,-118.5386
34.0882,-118.2219
34.0868,-118.2202
34.0868,-118.2202
34.1194,-118.1889
34.0168,-118.2429
34.0385,-118.2437
33.9709,-118.3112
33.9709,-118.3112
33.9748,-118.2652
33.9783,-118.2859
33.983,-118.3265
33.983,-118.3265
33.9783,-118.2859
33.9783,-118.2859
33.9655,-118.309
33.9636,-118.2914
33.9748,-118.2652
34.0028,-118.316
33.9953,-118.2674
34.0048,-118.2565
34.0132,-118.2603
33.995,-118.263
34.0021,-118.4158
34.0021,-118.4158
34.1604,-118.356
34.1903,-118.3703
34.1903,-118.3703
34.0171,-118.2667
34.2662,-118.4274
34.2139,-118.3703
34.2139,-118.3703
34.2135,-118.3791
34.2135,-118.3791
34.2139,-118.3747
34.267,-118.4868
34.2358,-118.5025
34.2573,-118.5951
34.2572,-118.5973
34.2228,-118.5492
33.9491,-118.248
33.9524,-118.246
33.942,-118.2739
33.941,-118.2541
33.9432,-118.2367
34.0057,-118.2617
33.8982,-118.2876
34.2003,-118.4203
34.1776,-118.373
34.1558,-118.39
34.1831,-118.4128
34.1722,-118.3703
34.194,-118.4119
34.2056,-118.401
34.163,-118.3706
34.174,-118.3638
34.174,-118.3638
34.194,-118.3746
34.1685,-118.3743
34.2058,-118.3878
34.203,-118.3646
34.203,-118.3646
34.2084,-118.4236
34.1589,-118.3742
34.1758,-118.379
34.1779,-118.3596
34.1405,-118.3702
34.1867,-118.4032
34.1813,-118.3845
34.1993,-118.4181
34.1993,-118.4181
34.1794,-118.3877
34.2814,-118.4228
34.266,-118.4072
34.2237,-118.3605
34.2409,-118.4132
34.2393,-118.3938
34.2064,-118.4059
34.2263,-118.3659
34.2634,-118.3136
34.2753,-118.4095
34.2665,-118.4144
34.2665,-118.4144
34.2309,-118.3889
34.258,-118.4313
34.2597,-118.3201
34.2476,-118.3504
34.2233,-118.3752
34.281,-118.3845
34.2094,-118.3725
34.2094,-118.3725
34.271,-118.4334
34.2157,-118.3848
34.2831,-118.406
34.255,-118.4049
34.2173,-118.3576
34.2333,-118.4052
34.2659,-118.2846
34.2772,-118.3682
34.2157,-118.3878
34.2733,-118.4358
34.2733,-118.4358
34.2239,-118.3678
34.2784,-118.4182
34.2589,-118.4175
34.2686,-118.4032
34.2591,-118.4208
34.2706,-118.4269
34.2579,-118.4261
34.2654,-118.4357
34.2654,-118.4357
34.219,-118.3574
34.219,-118.3574
34.2361,-118.3945
34.2546,-118.3396
34.2771,-118.3545
34.2297,-118.3924
34.2281,-118.4055
34.2805,-118.4096
34.2637,-118.3354
34.2392,-118.5273
34.2203,-118.5667
34.2573,-118.5536
34.2246,-118.5339
34.2264,-118.5784
34.2264,-118.5784
34.2629,-118.5601
34.2212,-118.5078
34.2482,-118.5361
34.2531,-118.594
34.2285,-118.4939
34.1775,-118.5308
34.1886,-118.5207
34.2011,-118.5273
34.2084,-118.5273
34.2048,-118.4837
34.1813,-118.5535
34.1923,-118.4772
34.2011,-118.5448
34.2011,-118.5448
34.1993,-118.5404
34.2011,-118.5208
34.2011,-118.5208
34.1975,-118.5448
34.2011,-118.536
34.1939,-118.5055
34.2084,-118.536
34.1793,-118.5557
34.2157,-118.5404
34.2084,-118.5262
34.1939,-118.5055
34.1839,-118.5393
34.18,-118.5308
34.1939,-118.5404
34.1939,-118.5404
34.203,-118.5535
34.1866,-118.5011
34.1866,-118.5011
34.2084,-118.5055
34.1939,-118.5373
34.1939,-118.5373
34.2207,-118.5361
34.1911,-118.5596
34.2157,-118.5317
34.2012,-118.5295
34.2012,-118.5535
34.1724,-118.5393
34.1724,-118.5393
34.1667,-118.5243
34.2012,-118.4749
34.2138,-118.5426
34.2164,-118.5143
34.1903,-118.4924
34.1687,-118.5244
34.1687,-118.5244
34.1903,-118.4836
34.2111,-118.5492
34.1902,-118.5253
34.1746,-118.5188
34.2084,-118.5604
34.1866,-118.5491
34.1866,-118.5491
34.1867,-118.4793
34.1957,-118.4749
34.1903,-118.4836
34.2049,-118.4761
34.1903,-118.5317
34.1975,-118.5437
34.1903,-118.5317
34.1659,-118.4974
34.2214,-118.4749
34.1687,-118.5359
34.1839,-118.5297
34.1759,-118.5475
34.1749,-118.5344
34.1866,-118.536
34.1774,-118.5387
34.2212,-118.5012
34.1826,-118.5173
34.1939,-118.5448
34.1939,-118.4836
34.1939,-118.4836
34.2157,-118.5197
34.2048,-118.5382
34.2188,-118.5237
34.2048,-118.5273
34.1914,-118.5508
34.1758,-118.5215
34.1961,-118.4837
34.1775,-118.5308
34.1617,-118.5011
34.2188,-118.5237
34.1924,-118.5308
34.1939,-118.4989
34.1961,-118.4837
34.1588,-118.5262
34.1914,-118.5563
34.1914,-118.5563
34.2167,-118.5305
34.2102,-118.5361
34.1615,-118.5054
34.1504,-118.5618
34.0577,-118.2998
34.04,-118.309
34.0491,-118.2877
34.0454,-118.3102
34.0712,-118.2966
34.0491,-118.2853
34.0672,-118.3016
34.0578,-118.2941
34.0654,-118.3054
34.0491,-118.2842
34.0509,-118.2968
34.0509,-118.2968
34.056,-118.2941
34.0491,-118.309
34.0672,-118.3041
34.0598,-118.3009
34.0672,-118.2979
34.0442,-118.2943
34.0691,-118.2954
34.0473,-118.2976
34.055,-118.2842
34.0436,-118.313
34.0559,-118.3102
34.0559,-118.3102
34.0559,-118.2891
34.0668,-118.2884
34.0731,-118.3102
34.0731,-118.3102
34.0629,-118.2823
34.0559,-118.2954
34.039,-118.3148
34.039,-118.3148
34.0491,-118.309
34.0737,-118.3079
34.0737,-118.3079
34.0559,-118.2954
34.0654,-118.2916
34.0578,-118.2916
34.0691,-118.2941
34.0418,-118.3116
34.0728,-118.2965
34.0728,-118.2965
34.055,-118.2865
34.055,-118.2865
34.0413,-118.2916
34.0672,-118.3041
34.0672,-118.3041
34.0508,-118.2842
34.04,-118.2916
34.0578,-118.2842
34.0578,-118.2842
34.0491,-118.309
34.0491,-118.309
34.0578,-118.3091
34.0427,-118.2864
34.0427,-118.2864
34.04,-118.2962
34.04,-118.2962
34.0436,-118.3065
34.0436,-118.3065
34.0668,-118.2884
34.0728,-118.2994
34.0728,-118.2994
34.0577,-118.3042
34.0527,-118.3091
34.0472,-118.3003
34.0618,-118.3004
34.0416,-118.2896
34.0416,-118.2896
34.055,-118.2865
34.1938,-118.5884
34.0491,-118.2916
34.0654,-118.3054
34.0598,-118.2998
34.04,-118.3003
34.0538,-118.2989
34.0427,-118.2916
34.0654,-118.3116
34.0508,-118.2907
34.055,-118.2865
34.0691,-118.2967
34.0691,-118.2967
34.0727,-118.2954
34.0817,-118.3069
34.0541,-118.3074
34.0509,-118.2916
34.0416,-118.2896
34.0598,-118.2954
34.0598,-118.2954
34.0598,-118.2916
34.0598,-118.2916
34.0672,-118.2992
34.0672,-118.2992
34.0587,-118.2869
34.0712,-118.3004
34.1715,-118.5974
34.1947,-118.5857
34.1779,-118.6445
34.1665,-118.5859
34.1729,-118.6103
34.1682,-118.571
34.2306,-118.5907
34.1884,-118.5959
34.2047,-118.5991
34.1715,-118.5974
34.201,-118.6295
34.2011,-118.5863
34.1864,-118.6234
34.2083,-118.5754
34.2083,-118.5754
34.1993,-118.599
34.2192,-118.5739
34.2176,-118.6031
34.1659,-118.5696
34.201,-118.6029
34.2156,-118.6009
34.2139,-118.5317
34.2047,-118.5118
34.1745,-118.5384
34.1745,-118.5384
34.2139,-118.5361
34.1921,-118.5335
34.2139,-118.4837
34.1639,-118.4749
34.1947,-118.5555
34.2012,-118.4924
34.1938,-118.5623
34.1993,-118.536
34.201,-118.5535
34.2012,-118.5374
34.1996,-118.5011
34.2012,-118.5033
34.1734,-118.536
34.2011,-118.5273
34.1687,-118.5244
34.2012,-118.4837
34.2012,-118.4837
34.1994,-118.4793
34.1819,-118.5254
34.1939,-118.5055
34.1939,-118.5373
34.1939,-118.5373
34.1939,-118.5373
34.1745,-118.536
34.1745,-118.536
34.2139,-118.5317
34.203,-118.5361
34.183,-118.536
34.183,-118.536
34.1939,-118.5186
34.1975,-118.5491
34.203,-118.4749
34.1793,-118.5535
34.1686,-118.5195
34.1704,-118.536
34.2139,-118.5055
34.2084,-118.5317
34.1921,-118.4836
34.2102,-118.5361
34.2102,-118.5361
34.1709,-118.5523
34.1709,-118.5523
34.1512,-118.5572
34.1802,-118.536
34.1707,-118.5408
34.2011,-118.536
34.1686,-118.5203
34.2085,-118.4771
34.2085,-118.4771
34.0913,-118.2214
34.1191,-118.1952
34.1191,-118.1952
34.1078,-118.2064
34.1094,-118.1963
34.1003,-118.2343
34.0839,-118.2224
34.1247,-118.1896
34.1247,-118.1896
34.1247,-118.1896
34.1107,-118.294
34.1076,-118.1889
34.1265,-118.2628
34.125,-118.2656
34.1414,-118.2048
34.0885,-118.2474
34.1223,-118.2109
34.0896,-118.2105
34.1248,-118.2333
34.1202,-118.205
34.1351,-118.2153
34.0909,-118.2878
34.106,-118.1948
34.1065,-118.1878
34.1202,-118.1887
34.1021,-118.2031
34.1049,-118.1958
34.1049,-118.1958
34.1117,-118.1884
34.1221,-118.1846
34.1227,-118.2233
34.123,-118.215
34.0961,-118.2072
34.1122,-118.2147
34.1148,-118.1826
34.1318,-118.1957
34.1185,-118.201
34.1044,-118.2755
34.1186,-118.1848
34.0866,-118.2241
34.1207,-118.2026
34.0989,-118.2313
34.14,-118.219
34.0936,-118.2298
34.1155,-118.2073
34.0917,-118.2796
34.0828,-118.2713
34.0867,-118.2171
34.1174,-118.1972
34.1227,-118.1862
34.1137,-118.2353
34.0982,-118.2895
34.1196,-118.246
34.1161,-118.2101
34.0508,-118.2891
34.0382,-118.2983
34.0454,-118.3145
34.0454,-118.3145
34.0618,-118.3004
34.0783,-118.3092
34.0783,-118.3092
34.0691,-118.2967
34.0416,-118.2896
34.0416,-118.2896
34.055,-118.2877
34.0581,-118.3132
34.0399,-118.2841
34.0436,-118.3145
34.0578,-118.2891
34.0654,-118.2992
34.0654,-118.2992
34.0821,-118.3017
34.0559,-118.2965
34.0436,-118.3145
34.0672,-118.2979
34.0672,-118.2979
34.0728,-118.2984
34.0577,-118.2998
34.0416,-118.2896
34.0654,-118.2966
34.0472,-118.3
34.0672,-118.3029
34.055,-118.2865
34.0436,-118.3053
34.055,-118.2865
34.069,-118.3004
34.0472,-118.2987
34.0437,-118.3008
34.0526,-118.3031
34.0509,-118.3063
34.039,-118.3148
34.0731,-118.3102
34.0654,-118.2941
34.0491,-118.2979
34.0654,-118.3029
34.0672,-118.3016
34.0382,-118.2891
34.0674,-118.2941
34.0543,-118.3219
34.0691,-118.2917
34.0578,-118.2916
34.0559,-118.2998
34.0428,-118.2943
34.0428,-118.2943
34.22,-118.5885
34.0799,-118.308
34.0491,-118.309
34.0491,-118.309
34.0401,-118.2864
34.04,-118.2896
34.0581,-118.3091
34.0607,-118.3112
34.0777,-118.3035
34.0491,-118.3
34.0417,-118.3145
34.0674,-118.2954
34.0526,-118.3031
34.0608,-118.2842
34.0598,-118.2987
34.0527,-118.3101
34.0436,-118.309
34.0424,-118.3076
34.0418,-118.313
34.0526,-118.3052
34.0537,-118.2891
34.0597,-118.3031
34.0597,-118.3031
34.0417,-118.3145
34.0559,-118.3155
34.0578,-118.2941
34.0578,-118.2941
34.0745,-118.2942
34.1969,-118.6303
34.1929,-118.6103
34.2083,-118.5754
34.201,-118.5943
34.1992,-118.5906
34.1817,-118.5975
34.2176,-118.6031
34.1968,-118.5847
34.1968,-118.5847
34.2047,-118.5885
34.1905,-118.6059
34.1924,-118.6367
34.2171,-118.617
34.2071,-118.5768
34.1596,-118.5936
34.189,-118.619
34.1886,-118.609
34.2226,-118.6336
34.1606,-118.5884
34.2029,-118.5929
34.2029,-118.5929
34.2202,-118.571
34.206,-118.637
34.206,-118.637
34.206,-118.637
34.206,-118.637
34.206,-118.637
34.1938,-118.6059
34.2083,-118.5991
34.1905,-118.6059
34.1937,-118.6234
34.1961,-118.5829
34.2199,-118.5907
34.2047,-118.5885
34.2066,-118.5246
34.1758,-118.571
34.2047,-118.571
34.2083,-118.5754
34.2176,-118.6016
34.2155,-118.6016
34.205,-118.6234
34.2171,-118.617
34.2171,-118.617
34.2083,-118.5754
34.201,-118.5885
34.0467,-118.2556
34.0416,-118.255
34.0481,-118.2507
34.0428,-118.2461
34.0578,-118.252
34.0594,-118.2452
34.0365,-118.2659
34.0423,-118.2452
34.0502,-118.254
34.0594,-118.2452
34.0703,-118.2832
33.9966,-118.2701
34.0815,-118.281
34.0633,-118.2738
34.0776,-118.2635
34.0835,-118.2838
34.0591,-118.2635
34.063,-118.2727
34.0625,-118.2714
34.0517,-118.2798
34.0559,-118.28
34.0462,-118.2802
34.0437,-118.2748
34.0437,-118.2748
34.062,-118.2545
34.071,-118.2759
34.057,-118.2779
34.0583,-118.2616
34.0699,-118.2777
34.0777,-118.2856
34.0554,-118.2745
34.0554,-118.2745
34.0703,-118.268
34.0493,-118.2828
34.0682,-118.2833
34.0549,-118.2778
34.058,-118.2682
34.0597,-118.2795
34.0732,-118.2728
34.071,-118.2759
34.0902,-118.2818
34.068,-118.2695
34.0897,-118.2893
34.0607,-118.2725
34.0891,-118.2992
34.0682,-118.2502
34.0559,-118.2756
34.0582,-118.2669
34.063,-118.2727
34.0622,-118.2653
34.0558,-118.2609
34.0523,-118.2676
34.0721,-118.2735
34.072,-118.2722
34.0719,-118.2822
34.0729,-118.2803
34.0853,-118.299
34.0647,-118.2583
34.0548,-118.282
34.0759,-118.2553
34.0759,-118.263
34.0705,-118.2844
34.0705,-118.2844
34.0544,-118.2723
34.0588,-118.2706
34.0559,-118.2756
34.0622,-118.2653
34.0613,-118.2638
34.0613,-118.2638
34.0671,-118.2713
34.0746,-118.2707
34.0589,-118.2821
34.0589,-118.2821
34.058,-118.2715
34.0895,-118.2939
34.0493,-118.2828
34.0599,-118.2655
34.0467,-118.2556
34.0416,-118.255
34.0481,-118.2507
34.0428,-118.2461
34.0578,-118.252
34.0594,-118.2452
34.0365,-118.2659
34.0423,-118.2452
34.0502,-118.254
34.0594,-118.2452
34.0703,-118.2832
33.9966,-118.2701
34.0815,-118.281
34.0633,-118.2738
34.0776,-118.2635
34.0835,-118.2838
34.0591,-118.2635
34.063,-118.2727
34.0625,-118.2714
34.0517,-118.2798
34.0559,-118.28
34.0462,-118.2802
34.0437,-118.2748
34.0437,-118.2748
34.062,-118.2545
34.071,-118.2759
34.057,-118.2779
34.0583,-118.2616
34.0699,-118.2777
34.0777,-118.2856
34.0554,-118.2745
34.0554,-118.2745
34.0703,-118.268
34.0493,-118.2828
34.0682,-118.2833
34.0549,-118.2778
34.058,-118.2682
34.0597,-118.2795
34.0732,-118.2728
34.071,-118.2759
34.0902,-118.2818
34.068,-118.2695
34.0897,-118.2893
34.0607,-118.2725
34.0891,-118.2992
34.0682,-118.2502
34.0559,-118.2756
34.0582,-118.2669
34.063,-118.2727
34.0622,-118.2653
34.0558,-118.2609
34.0523,-118.2676
34.0721,-118.2735
34.072,-118.2722
34.0719,-118.2822
34.0729,-118.2803
34.0853,-118.299
34.0647,-118.2583
34.0548,-118.282
34.0759,-118.2553
34.0759,-118.263
34.0705,-118.2844
34.0705,-118.2844
34.0544,-118.2723
34.0588,-118.2706
34.0559,-118.2756
34.0622,-118.2653
34.0613,-118.2638
34.0613,-118.2638
34.0671,-118.2713
34.0746,-118.2707
34.0589,-118.2821
34.0589,-118.2821
34.058,-118.2715
34.0895,-118.2939
34.0493,-118.2828
34.0599,-118.2655
33.9764,-118.3177
33.9782,-118.3265
33.9833,-118.3003
33.9624,-118.2893
33.9543,-118.3003
33.9828,-118.287
33.9828,-118.287
33.9873,-118.3186
33.9664,-118.3046
33.9884,-118.3024
33.9942,-118.2809
33.9933,-118.2827
33.9638,-118.2695
33.9933,-118.3089
33.9728,-118.2739
33.9867,-118.2958
33.9806,-118.3338
33.9806,-118.3338
33.9881,-118.3399
33.9764,-118.2871
34.0028,-118.3002
33.959,-118.3057
33.995,-118.3258
33.9613,-118.2871
33.9884,-118.2915
33.9933,-118.2827
33.9875,-118.2915
33.9782,-118.3265
33.9707,-118.2893
33.9823,-118.2856
33.96,-118.3161
33.9545,-118.309
33.9932,-118.3177
33.9819,-118.2892
33.96,-118.2919
33.9828,-118.2892
33.9498,-118.3118
33.973,-118.2695
33.9737,-118.2827
34.0037,-118.2856
33.9816,-118.3216
33.9655,-118.2856
33.9685,-118.2608
33.9818,-118.3352
33.9782,-118.2813
33.9739,-118.2717
33.9739,-118.2717
33.9468,-118.3068
33.9761,-118.2871
33.9655,-118.2871
33.9655,-118.2871
33.9737,-118.2962
33.9933,-118.3046
33.9644,-118.2842
33.9923,-118.298
33.9717,-118.2871
33.9814,-118.2783
34.0207,-118.2619
33.9924,-118.2739
33.9851,-118.2783
33.9912,-118.2521
34.0101,-118.2614
34.0101,-118.2614
34.0066,-118.2652
33.9824,-118.2783
34.0385,-118.2437
33.9939,-118.2456
34.0112,-118.2565
33.9992,-118.274
33.9852,-118.2667
33.9852,-118.2667
34.001,-118.2762
34.0228,-118.2686
33.9975,-118.2478
34.0021,-118.2521
34.0216,-118.2613
33.9921,-118.2564
33.9921,-118.2564
34.0166,-118.2501
33.9843,-118.2695
33.9843,-118.2695
33.9993,-118.2599
33.9943,-118.2581
34.0111,-118.2653
33.9942,-118.2761
34.0112,-118.268
33.9988,-118.2696
34.0218,-118.2491
34.0048,-118.272
34.0074,-118.2794
34.0074,-118.2794
34.0093,-118.2538
33.9911,-118.2542
34.0039,-118.2696
33.993,-118.2543
33.993,-118.2543
33.993,-118.2543
33.993,-118.2543
33.9921,-118.2521
33.9957,-118.2478
34.0168,-118.2557
33.9998,-118.2696
34.0225,-118.2607
34.0039,-118.2726
33.9954,-118.2385
34.0168,-118.2557
34.057,-118.2437
34.0467,-118.2485
34.0417,-118.2443
34.0382,-118.2384
34.0601,-118.2386
34.0455,-118.2381
34.0437,-118.2455
34.0363,-118.2672
34.0464,-118.2402
34.0386,-118.2694
34.0502,-118.254
34.0619,-118.2369
34.0619,-118.2369
34.0467,-118.247
34.0444,-118.2628
34.0633,-118.229
34.0633,-118.229
34.063,-118.2727
34.0477,-118.2751
34.047,-118.2755
34.0406,-118.2798
34.0764,-118.2892
34.0585,-118.2725
34.0435,-118.2789
34.0877,-118.2845
34.0406,-118.2798
34.0647,-118.2546
34.0609,-118.26
34.0621,-118.2747
34.0594,-118.2644
34.074,-118.2691
34.0596,-118.2749
34.0703,-118.2786
34.0616,-118.2795
34.0524,-118.2765
34.0699,-118.2777
34.0846,-118.2868
34.0599,-118.2655
34.062,-118.2804
34.0621,-118.2619
34.061,-118.2615
34.0769,-118.2758
34.0428,-118.2841
34.0596,-118.2749
34.0877,-118.2893
34.0877,-118.2893
34.0877,-118.2893
34.1774,-118.6233
34.1965,-118.58
34.1965,-118.58
34.1965,-118.58
34.1829,-118.6102
